Code,Description
P70.3,iatrogenic neonatal hypoglycemia
P70.4,other neonatal hypoglycemia
P70.8,other transitory disorders of carbohydrate metabolism of newborn
P70.9,"transitory disorder of carbohydrate metabolism of newborn, unspecified"
P71.0,cow's milk hypocalcemia in newborn
P71.1,other neonatal hypocalcemia
P71.2,neonatal hypomagnesemia
P71.3,neonatal tetany without calcium or magnesium deficiency
P71.4,transitory neonatal hypoparathyroidism
P71.8,other transitory neonatal disorders of calcium and magnesium metabolism
P71.9,"transitory neonatal disorder of calcium and magnesium metabolism, unspecified"
P72.0,"neonatal goiter, not elsewhere classified"
P72.1,transitory neonatal hyperthyroidism
P72.2,"other transitory neonatal disorders of thyroid function, not elsewhere classified"
P72.8,other specified transitory neonatal endocrine disorders
P72.9,"transitory neonatal endocrine disorder, unspecified"
P74.0,late metabolic acidosis of newborn
P74.1,dehydration of newborn
P74.21,hypernatremia of newborn
P74.22,hyponatremia of newborn
P74.31,hyperkalemia of newborn
P74.32,hypokalemia of newborn
P74.41,alkalosis of newborn
P74.421,hyperchloremia of newborn
P74.422,hypochloremia of newborn
P74.49,other transitory electrolyte disturbance of newborn
P74.5,transitory tyrosinemia of newborn
P74.6,transitory hyperammonemia of newborn
P74.8,other transitory metabolic disturbances of newborn
P74.9,"transitory metabolic disturbance of newborn, unspecified"
P76.0,meconium plug syndrome
P76.1,transitory ileus of newborn
P76.2,intestinal obstruction due to inspissated milk
P76.8,other specified intestinal obstruction of newborn
P76.9,"intestinal obstruction of newborn, unspecified"
P77.1,stage 1 necrotizing enterocolitis in newborn
P77.2,stage 2 necrotizing enterocolitis in newborn
P77.3,stage 3 necrotizing enterocolitis in newborn
P77.9,"necrotizing enterocolitis in newborn, unspecified"
P78.0,perinatal intestinal perforation
P78.1,other neonatal peritonitis
P78.2,neonatal hematemesis and melena due to swallowed maternal blood
P78.3,noninfective neonatal diarrhea
P78.81,congenital cirrhosis (of liver)
P78.82,peptic ulcer of newborn
P78.83,newborn esophageal reflux
P78.84,gestational alloimmune liver disease
P78.89,other specified perinatal digestive system disorders
P78.9,"perinatal digestive system disorder, unspecified"
P80.0,cold injury syndrome
P80.8,other hypothermia of newborn
P80.9,"hypothermia of newborn, unspecified"
P81.0,environmental hyperthermia of newborn
P81.8,other specified disturbances of temperature regulation of newborn
P81.9,"disturbance of temperature regulation of newborn, unspecified"
P83.0,sclerema neonatorum
P83.1,neonatal erythema toxicum
P83.2,hydrops fetalis not due to hemolytic disease
P83.30,unspecified edema specific to newborn
P83.39,other edema specific to newborn
P83.4,breast engorgement of newborn
P83.5,congenital hydrocele
P83.6,umbilical polyp of newborn
P83.81,umbilical granuloma
P83.88,other specified conditions of integument specific to newborn
P83.9,"condition of the integument specific to newborn, unspecified"
P84,other problems with newborn
P90,convulsions of newborn
P91.0,neonatal cerebral ischemia
P91.1,acquired periventricular cysts of newborn
P91.2,neonatal cerebral leukomalacia
P91.3,neonatal cerebral irritability
P91.4,neonatal cerebral depression
P91.5,neonatal coma
P91.60,"hypoxic ischemic encephalopathy [hie], unspecified"
P91.61,mild hypoxic ischemic encephalopathy [hie]
P91.62,moderate hypoxic ischemic encephalopathy [hie]
P91.63,severe hypoxic ischemic encephalopathy [hie]
P91.811,neonatal encephalopathy in diseases classified elsewhere
P91.819,"neonatal encephalopathy, unspecified"
P91.821,"neonatal cerebral infarction, right side of brain"
P91.822,"neonatal cerebral infarction, left side of brain"
P91.823,"neonatal cerebral infarction, bilateral"
P91.829,"neonatal cerebral infarction, unspecified side"
P91.88,other specified disturbances of cerebral status of newborn
P91.9,"disturbance of cerebral status of newborn, unspecified"
P92.01,bilious vomiting of newborn
P92.09,other vomiting of newborn
P92.1,regurgitation and rumination of newborn
P92.2,slow feeding of newborn
P92.3,underfeeding of newborn
P92.4,overfeeding of newborn
P92.5,neonatal difficulty in feeding at breast
P92.6,failure to thrive in newborn
P92.8,other feeding problems of newborn
P92.9,"feeding problem of newborn, unspecified"
P93.0,grey baby syndrome
P93.8,other reactions and intoxications due to drugs administered to newborn
P94.0,transient neonatal myasthenia gravis
P94.1,congenital hypertonia
P94.2,congenital hypotonia
P94.8,other disorders of muscle tone of newborn
P94.9,"disorder of muscle tone of newborn, unspecified"
P95,stillbirth
P96.0,congenital renal failure
P96.1,neonatal withdrawal symptoms from maternal use of drugs of addiction
P96.2,withdrawal symptoms from therapeutic use of drugs in newborn
P96.3,wide cranial sutures of newborn
P96.5,complication to newborn due to (fetal) intrauterine procedure
P96.81,exposure to (parental) (environmental) tobacco smoke in the perinatal period
P96.82,delayed separation of umbilical cord
P96.83,meconium staining
P96.89,other specified conditions originating in the perinatal period
P96.9,"condition originating in the perinatal period, unspecified"
Q00.0,anencephaly
Q00.1,craniorachischisis
Q00.2,iniencephaly
Q01.0,frontal encephalocele
Q01.1,nasofrontal encephalocele
Q01.2,occipital encephalocele
Q01.8,encephalocele of other sites
Q01.9,"encephalocele, unspecified"
Q02,microcephaly
Q03.0,malformations of aqueduct of sylvius
Q03.1,atresia of foramina of magendie and luschka
Q03.8,other congenital hydrocephalus
Q03.9,"congenital hydrocephalus, unspecified"
Q04.0,congenital malformations of corpus callosum
Q04.1,arhinencephaly
Q04.2,holoprosencephaly
Q04.3,other reduction deformities of brain
Q04.4,septo-optic dysplasia of brain
Q04.5,megalencephaly
Q04.6,congenital cerebral cysts
Q04.8,other specified congenital malformations of brain
Q04.9,"congenital malformation of brain, unspecified"
Q05.0,cervical spina bifida with hydrocephalus
Q05.1,thoracic spina bifida with hydrocephalus
Q05.2,lumbar spina bifida with hydrocephalus
Q05.3,sacral spina bifida with hydrocephalus
Q05.4,unspecified spina bifida with hydrocephalus
Q05.5,cervical spina bifida without hydrocephalus
Q05.6,thoracic spina bifida without hydrocephalus
Q05.7,lumbar spina bifida without hydrocephalus
Q05.8,sacral spina bifida without hydrocephalus
Q05.9,"spina bifida, unspecified"
Q06.0,amyelia
Q06.1,hypoplasia and dysplasia of spinal cord
Q06.2,diastematomyelia
Q06.3,other congenital cauda equina malformations
Q06.4,hydromyelia
Q06.8,other specified congenital malformations of spinal cord
Q06.9,"congenital malformation of spinal cord, unspecified"
Q07.00,arnold-chiari syndrome without spina bifida or hydrocephalus
Q07.01,arnold-chiari syndrome with spina bifida
Q07.02,arnold-chiari syndrome with hydrocephalus
Q07.03,arnold-chiari syndrome with spina bifida and hydrocephalus
Q07.8,other specified congenital malformations of nervous system
Q07.9,"congenital malformation of nervous system, unspecified"
Q10.0,congenital ptosis
Q10.1,congenital ectropion
Q10.2,congenital entropion
Q10.3,other congenital malformations of eyelid
Q10.4,absence and agenesis of lacrimal apparatus
Q10.5,congenital stenosis and stricture of lacrimal duct
Q10.6,other congenital malformations of lacrimal apparatus
Q10.7,congenital malformation of orbit
Q11.0,cystic eyeball
Q11.1,other anophthalmos
Q11.2,microphthalmos
Q11.3,macrophthalmos
Q12.0,congenital cataract
Q12.1,congenital displaced lens
Q12.2,coloboma of lens
Q12.3,congenital aphakia
Q12.4,spherophakia
Q12.8,other congenital lens malformations
Q12.9,"congenital lens malformation, unspecified"
Q13.0,coloboma of iris
Q13.1,absence of iris
Q13.2,other congenital malformations of iris
Q13.3,congenital corneal opacity
Q13.4,other congenital corneal malformations
Q13.5,blue sclera
Q13.81,rieger's anomaly
Q13.89,other congenital malformations of anterior segment of eye
Q13.9,"congenital malformation of anterior segment of eye, unspecified"
Q14.0,congenital malformation of vitreous humor
Q14.1,congenital malformation of retina
Q14.2,congenital malformation of optic disc
Q14.3,congenital malformation of choroid
Q14.8,other congenital malformations of posterior segment of eye
Q14.9,"congenital malformation of posterior segment of eye, unspecified"
Q15.0,congenital glaucoma
Q15.8,other specified congenital malformations of eye
Q15.9,"congenital malformation of eye, unspecified"
Q16.0,congenital absence of (ear) auricle
Q16.1,"congenital absence, atresia and stricture of auditory canal (external)"
Q16.2,absence of eustachian tube
Q16.3,congenital malformation of ear ossicles
Q16.4,other congenital malformations of middle ear
Q16.5,congenital malformation of inner ear
Q16.9,"congenital malformation of ear causing impairment of hearing, unspecified"
Q17.0,accessory auricle
Q17.1,macrotia
Q17.2,microtia
Q17.3,other misshapen ear
Q17.4,misplaced ear
Q17.5,prominent ear
Q17.8,other specified congenital malformations of ear
Q17.9,"congenital malformation of ear, unspecified"
Q18.0,"sinus, fistula and cyst of branchial cleft"
Q18.1,preauricular sinus and cyst
Q18.2,other branchial cleft malformations
Q18.3,webbing of neck
Q18.4,macrostomia
Q18.5,microstomia
Q18.6,macrocheilia
Q18.7,microcheilia
Q18.8,other specified congenital malformations of face and neck
Q18.9,"congenital malformation of face and neck, unspecified"
Q20.0,common arterial trunk
Q20.1,double outlet right ventricle
Q20.2,double outlet left ventricle
Q20.3,discordant ventriculoarterial connection
Q20.4,double inlet ventricle
Q20.5,discordant atrioventricular connection
Q20.6,isomerism of atrial appendages
Q20.8,other congenital malformations of cardiac chambers and connections
Q20.9,"congenital malformation of cardiac chambers and connections, unspecified"
Q21.0,ventricular septal defect
Q21.10,"atrial septal defect, unspecified"
Q21.11,secundum atrial septal defect
Q21.12,patent foramen ovale
Q21.13,coronary sinus atrial septal defect
Q21.14,superior sinus venosus atrial septal defect
Q21.15,inferior sinus venosus atrial septal defect
Q21.16,"sinus venosus atrial septal defect, unspecified"
Q21.19,other specified atrial septal defect
Q21.20,"atrioventricular septal defect, unspecified as to partial or complete"
Q21.21,partial atrioventricular septal defect
Q21.22,transitional atrioventricular septal defect
Q21.23,complete atrioventricular septal defect
Q21.3,tetralogy of fallot
Q21.4,aortopulmonary septal defect
